CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,,,,,,,,,,,
804371733,Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,9109,1347,,,,,,,,,,,
772846383,Existing Customer,45,F,1,Unknown,Single,Less than $40K,Blue,2632,1480,,,,,,,,,,,
712552608,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
719887008,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,1757,1352,,,,,,,,,,,
773342808,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,2711,1793,,,,,,,,,,,
708375858,Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,2776,1341,,,,,,,,,,,
789417708,Existing Customer,44,F,2,Uneducated,Married,$40K - $60K,Blue,1438.3,1091,,,,,,,,,,,
794675058,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,5015,1963,,,,,,,,,,,
718034058,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,8529,901,,,,,,,,,,,
778919583,Existing Customer,49,F,0,Graduate,Married,Less than $40K,Blue,1604,1112,,,,,,,,,,,
713850783,Existing Customer,56,F,1,College,Married,Unknown,Blue,4263,0,,,,,,,,,,,
814785108,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,2493,1655,,,,,,,,,,,
809616108,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,1568,0,,,,,,,,,,,
809378133,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,1521,0,,,,,,,,,,,
779658408,Existing Customer,48,M,2,Graduate,Single,$40K - $60K,Blue,3261,1730,,,,,,,,,,,
717954333,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,1781,935,,,,,,,,,,,
737052258,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,5284,2517,,,,,,,,,,,
708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,5590,0,,,,,,,,,,,
715047333,Existing Customer,57,F,1,High School,Married,Unknown,Blue,1734,980,,,,,,,,,,,
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,7645,931,,,,,,,,,,,
717107808,Existing Customer,48,F,1,Uneducated,Unknown,$40K - $60K,Blue,1438.3,1218,,,,,,,,,,,
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,2207,1527,,,,,,,,,,,
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,1723,1010,,,,,,,,,,,
803339583,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,1644,0,,,,,,,,,,,
708972783,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,1745,0,,,,,,,,,,,
710157108,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,3376,1661,,,,,,,,,,,
721483158,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,7298,0,,,,,,,,,,,
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,8383,0,,,,,,,,,,,
710436108,Existing Customer,41,M,4,High School,Unknown,$40K - $60K,Blue,3600,746,,,,,,,,,,,
779870883,Existing Customer,45,F,4,High School,Single,$40K - $60K,Blue,4595,1781,,,,,,,,,,,
817188408,Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,2795,1832,,,,,,,,,,,
719723658,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,1768,0,,,,,,,,,,,
806189658,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,1780,893,,,,,,,,,,,
789070233,Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,2987,1764,,,,,,,,,,,
712013808,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,2717,1720,,,,,,,,,,,
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,2887,0,,,,,,,,,,,
809452383,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714413283,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,10879,860,,,,,,,,,,,
712407783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,1809,1181,,,,,,,,,,,
720062508,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,1628,0,,,,,,,,,,,
717878883,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,1586,0,,,,,,,,,,,
753208833,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,2311,1320,,,,,,,,,,,
721241583,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,2109,1205,,,,,,,,,,,
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,1562,1057,,,,,,,,,,,
711540108,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,1438.3,0,,,,,,,,,,,
823878408,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,2981,757,,,,,,,,,,,
779533983,Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,5295,723,,,,,,,,,,,
713583408,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,4708,920,,,,,,,,,,,
714037308,Existing Customer,54,M,2,High School,Married,$60K - $80K,Blue,2210,1002,,,,,,,,,,,
715581633,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,1972,0,,,,,,,,,,,
795684783,Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,2384,1596,,,,,,,,,,,
718645308,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,2311,1222,,,,,,,,,,,
717870108,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,1912,1172,,,,,,,,,,,
815515158,Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,2147,1402,,,,,,,,,,,
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,3214,0,,,,,,,,,,,
715058433,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,3006,879,,,,,,,,,,,
794771208,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,2735,1942,,,,,,,,,,,
720180633,Existing Customer,50,M,2,College,Married,$120K +,Blue,3390,2385,,,,,,,,,,,
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,34516,214,,,,,,,,,,,
778933983,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,11249,2012,,,,,,,,,,,
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,2484,1495,,,,,,,,,,,
825368658,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,2932,1664,,,,,,,,,,,
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,2882,2081,,,,,,,,,,,
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,2658,694,,,,,,,,,,,
749571633,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,5589,1336,,,,,,,,,,,
713914683,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,1484,885,,,,,,,,,,,
713301633,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,1678,1162,,,,,,,,,,,
711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,12373,0,,,,,,,,,,,
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,2846,1606,,,,,,,,,,,
711716133,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,1585,1381,,,,,,,,,,,
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,2837,834,,,,,,,,,,,
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,2066,1077,,,,,,,,,,,
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,20789,0,,,,,,,,,,,
718957083,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,1449,0,,,,,,,,,,,
720872433,Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,3911,0,,,,,,,,,,,
779403558,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,1737,0,,,,,,,,,,,
788994783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,1815,557,,,,,,,,,,,
715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,4848,2517,,,,,,,,,,,
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,1592,925,,,,,,,,,,,
716766033,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,1768,1242,,,,,,,,,,,
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,8128,2344,,,,,,,,,,,
810986883,Existing Customer,45,F,0,High School,Single,Unknown,Blue,2557,1898,,,,,,,,,,,
819200133,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,2991,642,,,,,,,,,,,
710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,34516,0,,,,,,,,,,,
714488433,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,19099,2517,,,,,,,,,,,
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,4559,1680,,,,,,,,,,,
827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,22981,1696,,,,,,,,,,,
710669733,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,2358,1965,,,,,,,,,,,
716498883,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,22067,685,,,,,,,,,,,
780529908,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,2023,1331,,,,,,,,,,,
714028083,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,2222,0,,,,,,,,,,,
714572208,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,1438.3,788,,,,,,,,,,,
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,8958,0,,,,,,,,,,,
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,1937,733,,,,,,,,,,,
809311758,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,25219,1503,,,,,,,,,,,
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,1815,0,,,,,,,,,,,
789087858,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,3361,2473,,,,,,,,,,,
711264033,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,4786,1516,,,,,,,,,,,
770180808,Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,1438.3,0,,,,,,,,,,,
789271533,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,1438.3,908,,,,,,,,,,,
720152058,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,2725,2444,,,,,,,,,,,
826490133,Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,10039,1600,,,,,,,,,,,
717966933,Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,2467,1446,,,,,,,,,,,
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,1759,186,,,,,,,,,,,
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,2206,1722,,,,,,,,,,,
708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,2045,1707,,,,,,,,,,,
789508758,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,4170,641,,,,,,,,,,,
780653208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,3300,2517,,,,,,,,,,,
709077933,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,5422,682,,,,,,,,,,,
715200783,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,2015,807,,,,,,,,,,,
710526633,Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,2048,1599,,,,,,,,,,,
714186108,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,2152,1682,,,,,,,,,,,
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,3017,1868,,,,,,,,,,,
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,34516,1073,,,,,,,,,,,
708186933,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,1819,725,,,,,,,,,,,
778937583,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,2228,1449,,,,,,,,,,,
708498033,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,2279,1837,,,,,,,,,,,
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,1438.3,0,,,,,,,,,,,
751607058,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,1686,0,,,,,,,,,,,
718194858,Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,1942,1488,,,,,,,,,,,
827123883,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,3858,0,,,,,,,,,,,
711473058,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,11651,1368,,,,,,,,,,,
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,9449,1914,,,,,,,,,,,
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,3423,0,,,,,,,,,,,
790023408,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,2915,2422,,,,,,,,,,,
720403008,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,11486,0,,,,,,,,,,,
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,2984,2517,,,,,,,,,,,
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,1653,0,,,,,,,,,,,
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,2723,1588,,,,,,,,,,,
712838358,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,1818,0,,,,,,,,,,,
716581983,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,4384,929,,,,,,,,,,,
716930133,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,1824,0,,,,,,,,,,,
808981608,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,5452,540,,,,,,,,,,,
709714008,Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,9248,0,,,,,,,,,,,
811942983,Existing Customer,55,M,2,High School,Married,$120K +,Blue,17627,1756,,,,,,,,,,,
715565058,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,5357,2139,,,,,,,,,,,
719153433,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,2542,850,,,,,,,,,,,
809127858,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,2275,1219,,,,,,,,,,,
712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,1706,0,,,,,,,,,,,
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,3591,2517,,,,,,,,,,,
713935533,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,19360,870,,,,,,,,,,,
710243208,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,1707,0,,,,,,,,,,,
708870408,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,3844,2079,,,,,,,,,,,
795844983,Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,2851,0,,,,,,,,,,,
828294933,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,2951,2437,,,,,,,,,,,
713531808,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
712307283,Attrited Customer,54,M,1,College,Single,$120K +,Blue,9090,2517,,,,,,,,,,,
715778358,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,34516,797,,,,,,,,,,,
778910883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,1837,875,,,,,,,,,,,
710637183,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,2300,1906,,,,,,,,,,,
712781883,Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,2611,537,,,,,,,,,,,
709664658,Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,22863,927,,,,,,,,,,,
717574683,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,2192,1146,,,,,,,,,,,
771497283,Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,2917,1310,,,,,,,,,,,
714991608,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,1438.3,913,,,,,,,,,,,
779848383,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,1784,577,,,,,,,,,,,
715495308,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,8919,2231,,,,,,,,,,,
712431183,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,2164,0,,,,,,,,,,,
714895608,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,2792,1375,,,,,,,,,,,
718324983,Existing Customer,60,F,0,College,Married,Less than $40K,Blue,1634,1155,,,,,,,,,,,
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,2144,1557,,,,,,,,,,,
771989733,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,3664,1449,,,,,,,,,,,
789698733,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,4788,1088,,,,,,,,,,,
787514433,Existing Customer,34,F,3,College,Married,Less than $40K,Blue,2164,1176,,,,,,,,,,,
811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,1532,1183,,,,,,,,,,,
717371583,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,1883,400,,,,,,,,,,,
715579233,Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,3659,1356,,,,,,,,,,,
781930233,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,2946,2338,,,,,,,,,,,
716825808,Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,2697,2216,,,,,,,,,,,
757053408,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,3811,1970,,,,,,,,,,,
788418933,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,1613,1085,,,,,,,,,,,
788898933,Existing Customer,42,F,4,College,Married,Less than $40K,Blue,2043,0,,,,,,,,,,,
712163433,Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,1684,644,,,,,,,,,,,
717343833,Existing Customer,47,F,5,Uneducated,Unknown,Unknown,Blue,3127,2094,,,,,,,,,,,
820868508,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,7106,736,,,,,,,,,,,
789240258,Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,2784,2458,,,,,,,,,,,
716951658,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,5536,0,,,,,,,,,,,
718932633,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,1717,1156,,,,,,,,,,,
711487533,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
715306983,Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,1866,0,,,,,,,,,,,
712771233,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,2516,1268,,,,,,,,,,,
789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,3076,0,,,,,,,,,,,
717247383,Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,7514,0,,,,,,,,,,,
714842208,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,2804,1782,,,,,,,,,,,
794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,1817,0,,,,,,,,,,,
713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,2590,0,,,,,,,,,,,
709314408,Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,4938,1593,,,,,,,,,,,
715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,19940,2018,,,,,,,,,,,
719414658,Existing Customer,52,F,0,Graduate,Single,Unknown,Blue,12366,0,,,,,,,,,,,
719632683,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,2583,2235,,,,,,,,,,,
708136908,Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,2616,801,,,,,,,,,,,
721393083,Existing Customer,52,F,3,Unknown,Single,$40K - $60K,Blue,6053,577,,,,,,,,,,,
714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,1708,0,,,,,,,,,,,
709455108,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,2393,1667,,,,,,,,,,,
767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,3424,1333,,,,,,,,,,,
770800683,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,2640,2133,,,,,,,,,,,
779651058,Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,1931,1409,,,,,,,,,,,
710443833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,2123,995,,,,,,,,,,,
717725433,Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,1606,0,,,,,,,,,,,
720600858,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,5633,1395,,,,,,,,,,,
717797658,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,1438.3,740,,,,,,,,,,,
779458383,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,2590,2087,,,,,,,,,,,
788767983,Existing Customer,43,M,5,Unknown,Single,$60K - $80K,Blue,4556,0,,,,,,,,,,,
711994458,Existing Customer,47,F,4,High School,Married,Unknown,Blue,1537,0,,,,,,,,,,,
713948808,Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,1602,962,,,,,,,,,,,
710456658,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,2080,1799,,,,,,,,,,,
771531708,Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,7565,887,,,,,,,,,,,
713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,4786,1553,,,,,,,,,,,
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,2375,1353,,,,,,,,,,,
713746608,Existing Customer,48,F,2,High School,Married,Unknown,Blue,8446,908,,,,,,,,,,,
718020408,Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,1977,545,,,,,,,,,,,
719475633,Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,13908,0,,,,,,,,,,,
719654283,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,19220,0,,,,,,,,,,,
720114633,Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,2709,1726,,,,,,,,,,,
816315558,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,1503,879,,,,,,,,,,,
712567083,Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,9186,0,,,,,,,,,,,
711302883,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,2165,1392,,,,,,,,,,,
719775408,Existing Customer,41,F,4,High School,Single,Unknown,Blue,1438.3,0,,,,,,,,,,,
712070208,Existing Customer,61,F,1,College,Single,Unknown,Blue,6673,2458,,,,,,,,,,,
718641483,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,2404,1109,,,,,,,,,,,
710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,1666,0,,,,,,,,,,,
718441308,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,8228,1935,,,,,,,,,,,
772243833,Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,3186,968,,,,,,,,,,,
711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,2596,868,,,,,,,,,,,
779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,1662,613,,,,,,,,,,,
715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,2053,0,,,,,,,,,,,
713179083,Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,3193,1533,,,,,,,,,,,
709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,1927,1337,,,,,,,,,,,
715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,2821,725,,,,,,,,,,,
798281808,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,3879,1214,,,,,,,,,,,
720414558,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,1971,922,,,,,,,,,,,
713509908,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,1755,1058,,,,,,,,,,,
711919608,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,2031,1720,,,,,,,,,,,
709993158,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,2330,1584,,,,,,,,,,,
767815233,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
717624708,Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
720015183,Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,5130,2048,,,,,,,,,,,
778236858,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,11794,1018,,,,,,,,,,,
789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,7603,744,,,,,,,,,,,
713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,3606,0,,,,,,,,,,,
717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,5153,1378,,,,,,,,,,,
712619808,Existing Customer,47,F,3,College,Single,Less than $40K,Blue,2500,1169,,,,,,,,,,,
712221408,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,2654,1489,,,,,,,,,,,
714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,3611,2517,,,,,,,,,,,
720289533,Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,1882,1143,,,,,,,,,,,
709469658,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,7421,0,,,,,,,,,,,
772323033,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,4606,1556,,,,,,,,,,,
742572558,Existing Customer,32,F,0,High School,Divorced,Unknown,Blue,12268,1165,,,,,,,,,,,
718848183,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,9873,1276,,,,,,,,,,,
719034183,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,1555,1366,,,,,,,,,,,
720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,2160,0,,,,,,,,,,,
771872733,Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,3809,1521,,,,,,,,,,,
718816158,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,5362,1984,,,,,,,,,,,
720003558,Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,1834,1416,,,,,,,,,,,
818993508,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,2577,879,,,,,,,,,,,
715672458,Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,2721,1264,,,,,,,,,,,
789820308,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,2925,2065,,,,,,,,,,,
819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,1545,0,,,,,,,,,,,
710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,2212,0,,,,,,,,,,,
